feature_ID	dataset	name_in_figures	lipid_class	chain_length	double_bond	sn_position	refmet_super_class	refmet_main_class	refmet_sub_class
Car(10:0-OH)	metab-u-rppos	CAR 10:0;OH	Car	10	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(10:1)	metab-u-rppos	CAR 10:1	Car	10	1	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(11:0)	metab-u-rppos	CAR 11:0	Car	11	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(16:1)	metab-u-rppos	CAR 16:1	Car	16	1	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(16:2)	metab-u-rppos	CAR 16:2	Car	16	2	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(16:3)	metab-u-rppos	CAR 16:3	Car	16	3	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(3:0, 2-CH3)	metab-u-rppos	CAR 3:0;2Me	Car	3	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(4:0)	metab-u-rppos	CAR 4:0	Car	4	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(4:0,3-CH3)	metab-u-rppos	CAR 4:0;2Me	Car	4	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(5:0)	metab-u-rppos	CAR 5:0	Car	5	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(5:0-OH)	metab-u-rppos	CAR 5:0;OH	Car	5	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(8:0-OH)	metab-u-rppos	CAR 8:0;OH	Car	8	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
Car(8:1)	metab-u-rppos	CAR 8:1	Car	8	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
DG(18:1_18:1)	metab-u-rppos	DG 18:1_18:1	DG	36	2	NA	Glycerolipids	Diradylglycerols	DAG
DG(32:0)	metab-u-rppos	DG 32:0	DG	32	0	NA	Glycerolipids	Diradylglycerols	DAG
DG(32:1)	metab-u-rppos	DG 32:1	DG	32	1	NA	Glycerolipids	Diradylglycerols	DAG
DG(34:2)	metab-u-rppos	DG 34:2	DG	34	2	NA	Glycerolipids	Diradylglycerols	DAG
DG(36:3)	metab-u-rppos	DG 36:3	DG	36	3	NA	Glycerolipids	Diradylglycerols	DAG
FA(12:0-NH2)	metab-u-rppos	Aminododecanoic acid	Amino FA	NA	NA	NA	Fatty Acyls	Fatty acids	Amino FA
Glu-Phe	metab-u-rppos	Glu-Phe	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
Ile-Ile	metab-u-rppos	Ile-Ile	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
Ile-Pro	metab-u-rppos	Ile-Pro	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
Ile-Val	metab-u-rppos	Ile-Val	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
LPC(15:0)	metab-u-rppos	LPC 15:0	LPC	15	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(16:0)_a_b	metab-u-rppos	LPC 16:0	LPC	16	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(16:0)_b	metab-u-rppos	LPC 16:0	LPC	16	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(17:0)_a_b	metab-u-rppos	LPC 17:0	LPC	17	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:1)_b	metab-u-rppos	LPC 18:1	LPC	18	1	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:2)_a_b	metab-u-rppos	LPC 18:2	LPC	18	2	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:2)_b	metab-u-rppos	LPC 18:2	LPC	18	2	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:0)	metab-u-rppos	LPC 20:0	LPC	20	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:3)_b	metab-u-rppos	LPC 20:3	LPC	20	3	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:4)_a_b	metab-u-rppos	LPC 20:4	LPC	20	4	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:4)_b	metab-u-rppos	LPC 20:4	LPC	20	4	NA	Glycerophospholipids	Glycerophosphocholines	LPC
LPE(18:0)_b	metab-u-rppos	LPE 18:0	LPE	18	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(18:2)_b	metab-u-rppos	LPE 18:2	LPE	18	2	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
Leu-Ile	metab-u-rppos	Leu-Ile	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
Leu-Pro	metab-u-rppos	Leu-Pro	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
MG(14:0)	metab-u-rppos	MG 14:0	MG	14	0	NA	Glycerolipids	Monoradylglycerols	MAG
MG(16:0)	metab-u-rppos	MG 16:0	MG	16	0	NA	Glycerolipids	Monoradylglycerols	MAG
MG(18:1)_a_b	metab-u-rppos	MG 18:1	MG	18	1	NA	Glycerolipids	Monoradylglycerols	MAG
MG(18:1)_b	metab-u-rppos	MG 18:1	MG	18	1	NA	Glycerolipids	Monoradylglycerols	MAG
N-acetylneuraminate	metab-u-rppos	N-Acetyl-alpha-neuraminic acid	NA	NA	NA	NA	Carbohydrates	Monosaccharides	N-acylneuraminic acids
N-gammaglutamylmethionine	metab-u-rppos	gamma-Glutamylmethionine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Peptides
N-undecanoylglycine	metab-u-rppos	N-Undecanoylglycine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
PC(28:0)	metab-u-rppos	PC 28:0	PC	28	0	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:0)	metab-u-rppos	PC 32:0	PC	32	0	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:1)	metab-u-rppos	PC 32:1	PC	32	1	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(33:2)	metab-u-rppos	PC 33:2	PC	33	2	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:1)	metab-u-rppos	PC 34:1	PC	34	1	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:2)	metab-u-rppos	PC 34:2	PC	34	2	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:4)	metab-u-rppos	PC 34:4	PC	34	4	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:2)	metab-u-rppos	PC 35:2	PC	35	2	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:3)	metab-u-rppos	PC 36:3	PC	36	3	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:4)	metab-u-rppos	PC 36:4	PC	36	4	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(38:6)	metab-u-rppos	PC 38:6	PC	38	6	NA	Glycerophospholipids	Glycerophosphocholines	PC
PC(40:6)	metab-u-rppos	PC 40:6	PC	40	6	NA	Glycerophospholipids	Glycerophosphocholines	PC
Phe-Phe	metab-u-rppos	Phe-Phe	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
SM(d40:1)	metab-u-rppos	SM 40:1;O2	SM	40	1	NA	Sphingolipids	Sphingomyelins	SM
SM(d42:1)	metab-u-rppos	SM 42:1;O2	SM	42	1	NA	Sphingolipids	Sphingomyelins	SM
SM(d42:2)	metab-u-rppos	SM 42:2;O2	SM	42	2	NA	Sphingolipids	Sphingomyelins	SM
Ser-Leu	metab-u-rppos	Ser-Leu	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
alpha-tocopherol	metab-u-rppos	alpha-Tocopherol	NA	NA	NA	NA	Prenol Lipids	Quinones and hydroquinones	Vitamin E
benzylbutylphthalate	metab-u-rppos	Benzyl butyl phthalate	NA	NA	NA	NA	Benzenoids	Benzoic acids	Benzoic acid esters
bilirubin	metab-u-rppos	Bilirubin	NA	NA	NA	NA	Organoheterocyclic compounds	Tetrapyrroles	Tetrapyrroles
bis(2-ethylhexyl)phthalate	metab-u-rppos	bis(2-Ethylhexyl)phthalic acid	NA	NA	NA	NA	Benzenoids	Benzoic acids	Benzoic acids
cholesterol	metab-u-rppos	Cholesterol	NA	NA	NA	NA	Sterol Lipids	Sterols	Cholesterols
deoxyguanosine	metab-u-rppos	Deoxyguanosine	NA	NA	NA	NA	Nucleic acids	Purines	Purine deoxyribonucleosides
diethylphthalate	metab-u-rppos	Diethyl phthalate	NA	NA	NA	NA	Benzenoids	Benzoic acids	Benzoic acid esters
gamma-glutamyltyrosine	metab-u-rppos	gamma-Glutamyltyrosine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
kynurenine	metab-u-rppos	Kynurenine	NA	NA	NA	NA	Organic oxygen compounds	Butyrophenones	Butyrophenones
monoethylhexyl phthalate	metab-u-rppos	Monoethylhexyl phthalic acid	NA	NA	NA	NA	Benzenoids	Benzoic acids	Benzoic acid esters
oleamide	metab-u-rppos	Oleamide	Primary amides	NA	NA	NA	Fatty Acyls	Fatty amides	Primary amides
pyridoxamine	metab-u-rppos	Pyridoxamine	NA	NA	NA	NA	Organoheterocyclic compounds	Pyridoxamines	Pyridoxamines
pyroglutamate	metab-u-rppos	Pyroglutamic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Pyrroline carboxylic acids	Pyrroline carboxylic acids
sphinganine (C16)	metab-u-rppos	C16 Sphinganine	NA	NA	NA	NA	Sphingolipids	Sphingoid bases	Sphingoid base analogs
uracil	metab-u-rppos	Uracil	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidines
2-hydroxybutyrate	metab-u-rpneg	2-Hydroxybutyric acid	Hydroxy FA	NA	NA	NA	Fatty Acyls	Fatty acids	Hydroxy FA
3-hydroxybutyrate	metab-u-rpneg	3-Hydroxybutyric acid	NA	NA	NA	NA	Organic acids	Hydroxy acids	Beta hydroxy acids
FA(10:0)	metab-u-rpneg	Capric acid	Saturated FA	10	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(10:0-COOH)	metab-u-rpneg	Sebacic acid	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids
FA(10:0-OH)	metab-u-rpneg	Hydroxydecanoic acid	Hydroxy FA	10	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA
FA(11:0-COOH)	metab-u-rpneg	Undecanedioic acid	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids
FA(12:0)	metab-u-rpneg	Lauric acid	Saturated FA	12	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(12:0-OH)	metab-u-rpneg	Hydroxydodecanoic acid	Hydroxy FA	12	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA
FA(14:0)	metab-u-rpneg	Myristic acid	Saturated FA	14	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(14:0-OH)	metab-u-rpneg	Hydroxytetradecanoic acid	Hydroxy FA	14	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA
FA(14:1)	metab-u-rpneg	Myristoleic acid	Unsaturated FA	14	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(14:2)	metab-u-rpneg	Tetradecadienoic acid	Unsaturated FA	14	2	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(15:0)	metab-u-rpneg	Pentadecylic acid	Saturated FA	15	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(16:0)	metab-u-rpneg	Palmitic acid	Saturated FA	16	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(16:0-COOH)	metab-u-rpneg	Heptadecanedioic acid	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids
FA(16:0-OH)	metab-u-rpneg	Hydroxyhexadecanoic acid	Hydroxy FA	16	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA
FA(17:0)	metab-u-rpneg	Margaric acid	Saturated FA	17	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(18:0)	metab-u-rpneg	Stearic acid	Saturated FA	18	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(18:2)	metab-u-rpneg	Octadecadienoic acid	Unsaturated FA	18	2	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(18:3)	metab-u-rpneg	Octadecatrienoic acid	Unsaturated FA	18	3	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(18:4)	metab-u-rpneg	Octadecatetraenoic acid	Unsaturated FA	18	4	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(19:1)	metab-u-rpneg	Nonadecenoic acid	Unsaturated FA	19	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(20:0)	metab-u-rpneg	Arachidic acid	Saturated FA	20	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(20:1)	metab-u-rpneg	Eicosenoic acid	Unsaturated FA	20	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(20:2)	metab-u-rpneg	Eicosadienoic acid	Unsaturated FA	20	2	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(20:3)	metab-u-rpneg	Eicosatrienoic acid	Unsaturated FA	20	3	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(20:5(5Z,8Z,11Z,14Z,17Z)))	metab-u-rpneg	EPA	Unsaturated FA	20	5	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(22:0)	metab-u-rpneg	Behenic acid	Saturated FA	22	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(22:3)	metab-u-rpneg	Docosatrienoic acid	Unsaturated FA	22	3	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(22:4)	metab-u-rpneg	Docosatetraenoic acid	Unsaturated FA	22	4	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(22:5)	metab-u-rpneg	DPA	Unsaturated FA	22	5	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(22:6(4Z,7Z,10Z,16Z,19Z))	metab-u-rpneg	DHA	Unsaturated FA	22	6	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(24:0)	metab-u-rpneg	Lignoceric acid	Saturated FA	24	0	NA	Fatty Acyls	Fatty acids	Saturated FA
FA(24:1)	metab-u-rpneg	Tetracosenoic acid	Unsaturated FA	24	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA
FA(8:0-COOH)	metab-u-rpneg	Suberic acid	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids
FA(8:0-OH)	metab-u-rpneg	Hydroxyoctanoic acid	Hydroxy FA	8	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA
FA(9:0-COOH)	metab-u-rpneg	Azelaic acid	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids
N-acetylphenylalanine	metab-u-rpneg	N-Acetylphenylalanine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
alpha-muricholate	metab-u-rpneg	alpha-Muricholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
beta-muricholate	metab-u-rpneg	beta-Muricholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
chenodeoxycholate	metab-u-rpneg	Chenodeoxycholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
cholate	metab-u-rpneg	Cholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
glutarate	metab-u-rpneg	Glutaric acid	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids
glycochenodeoxycholate	metab-u-rpneg	Glycochenodeoxycholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
glycodeoxycholate	metab-u-rpneg	Glycodeoxycholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
glycohyocholate	metab-u-rpneg	Glycohyocholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
hydroxyindole acetate	metab-u-rpneg	5-Hydroxyindoleacetic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Indoles	Indole-3-acetic acid derivatives
hydroxyphenyllactic acid	metab-u-rpneg	Hydroxyphenyllactic acid	NA	NA	NA	NA	Polyketides	Phenylpropanoids	Phenylpropanoic acids
hyodeoxycholate	metab-u-rpneg	Hyodeoxycholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
indole lactate	metab-u-rpneg	Indolelactic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Indolyl carboxylic acids	Indolyl carboxylic acids
indoleacrylate	metab-u-rpneg	Indoleacrylic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Indoles	Indoles
maleate	metab-u-rpneg	Maleic acid	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids
omega-muricholate	metab-u-rpneg	omega-Muricholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
phenyllactate	metab-u-rpneg	Phenyllactic acid	NA	NA	NA	NA	Polyketides	Phenylpropanoids	Phenylpropanoic acids
retinoate	metab-u-rpneg	Retinoic acid	NA	NA	NA	NA	Prenol Lipids	Isoprenoids	Retinoids
tauro-alpha-muricholate	metab-u-rpneg	Tauro-alpha-muricholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
tauro-alpha-muricholate + tauro-beta-muricholiate	metab-u-rpneg	Tauromuricholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
tauro-beta-muricholate	metab-u-rpneg	Tauro-beta-muricholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
taurohyocoholate	metab-u-rpneg	Taurohyocholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
uridine	metab-u-rpneg	Uridine	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidine ribonucleosides
ursodeoxycholate	metab-u-rpneg	Ursodeoxycholic acid	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids
2-phosphoglycerate+3-phosphoglycerate	metab-u-ionpneg	3-Phosphoglyceric acid	NA	NA	NA	NA	Organic acids	Short-chain acids	Short-chain acids
6-phosphogluconate	metab-u-ionpneg	6-Phosphogluconic acid	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Monosaccharide phosphates
FAD	metab-u-ionpneg	FAD	NA	NA	NA	NA	Nucleic acids	Flavins	Flavin nucleotides
N-acetyl-D-glucosamine-1-phosphate	metab-u-ionpneg	N-Acetyl-D-glucosamine 1-phosphate	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Acylaminosugars
UDP-N-acetylglucosamine	metab-u-ionpneg	UDP-N-acetylglucosamine	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidine rNDP
UDP-glucose	metab-u-ionpneg	UDP-glucose	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidine rNDP
UDP-glucuronate	metab-u-ionpneg	UDP-glucuronic acid	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidine rNDP
citrate+isocitrate	metab-u-ionpneg	Citric acid/Isocitric acid	NA	NA	NA	NA	Organic acids	TCA acids	TCA acids
deoxyuridine	metab-u-ionpneg	Deoxyuridine	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidine deoxyribonucleosides
fructose 1,6-biphosphate	metab-u-ionpneg	Fructose 1,6-bisphosphate	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Monosaccharide phosphates
fructose 6-phosphate	metab-u-ionpneg	Fructose 6-phosphate	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Monosaccharide phosphates
gluconate	metab-u-ionpneg	Gluconic acid	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Sugar acids
glyceraldehyde-3-phosphate	metab-u-ionpneg	Glyceraldehyde 3-phosphate	NA	NA	NA	NA	Organic acids	Short-chain acids	Short-chain acids
glycerol 3-phosphate	metab-u-ionpneg	sn-Glycero-3-phosphate	NA	NA	NA	NA	Organic acids	Organic phosphoric acids	Organic phosphoric acids
hexose	metab-u-ionpneg	Hexose	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Monosaccharides
hexose phosphate	metab-u-ionpneg	Hexose 6-phosphate	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Monosaccharide phosphates
oxidized glutathione	metab-u-ionpneg	Oxidized glutathione	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Peptides
phosphocreatine	metab-u-ionpneg	Phosphocreatine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
phosphoserine	metab-u-ionpneg	Phosphoserine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
pyruvate	metab-u-ionpneg	Pyruvic acid	NA	NA	NA	NA	Organic acids	Short-chain acids	Short-chain acids
ribose 5-phosphate	metab-u-ionpneg	Ribose 5-phosphate	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Monosaccharide phosphates
ribose 5-phosphate+ribulose 5-phosphate+xylulose 5-phosphate	metab-u-ionpneg	Pentose 5-phosphate	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Monosaccharide phosphates
sedoheptulose-7-phosphate	metab-u-ionpneg	Sedoheptulose 7-phosphate	NA	NA	NA	NA	Carbohydrates	Monosaccharides	Monosaccharide phosphates
